folder_name,dvc_commit,time,n1,n2,N1,N2,Volume,Difficulty,Effort
Planning-in-Imagination,94bab9f233ffd804f18bc414503f7a8e2a59bb92,1553589940,2,8,10,55,215.92532616767855,6.875,1484.48661740279
Planning-in-Imagination,28fa905c4685b8a4b89c2fe574624986bb9962ba,1552387659,2,7,10,45,174.34587507932716,6.428571428571429,1120.794911224246
Planning-in-Imagination,522d04299fbe14835b12c5d9858c4019c79ed4ef,1554714869,2,8,11,60,235.8568947370027,7.5,1768.9267105275203
