folder_name,dvc_commit,time,n1,n2,N1,N2,Volume,Difficulty,Effort
learn_mof_ox_state,ebfbd843038c2514d6ff907b6b6a07541ea89c35,1568895598,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,faac4827c3205334b30272c71c2532a808ee21b4,1568728560,2,5,5,27,89.83535750584333,5.4,485.11093053155406
learn_mof_ox_state,9a8cc34f10c202f68d369ca9241ae97b60c5618e,1569849528,2,13,5,51,218.78587335407704,3.923076923076923,858.3138108506099
learn_mof_ox_state,fa3a9412af8ac930ac181e35a798b84510b6207d,1568718109,1,4,2,8,23.21928094887362,1.0,23.21928094887362
learn_mof_ox_state,6439779da8123dd93abb1c0ccde19ab456efaaa2,1569170527,2,11,5,49,199.82374477961898,4.454545454545454,890.1239540183026
learn_mof_ox_state,9af080b2660e36a34afbd523c38049d370f8587f,1570703220,2,30,9,90,495.0,3.0,1485.0
learn_mof_ox_state,f76edb3c5b1ea6295b7094af9e7bb60a7e8eb3c7,1568900365,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,a5965e9836320c2fb3949cceb85f71db65cb4932,1568897181,2,8,5,34,129.55519570060713,4.25,550.6095817275803
learn_mof_ox_state,e8b5c57b4d300f8dff793eece74987e0ba376cd6,1568717570,1,4,1,4,11.60964047443681,0.5,5.804820237218405
learn_mof_ox_state,7b319540b1d249df7611c01eafb2c7680a309da3,1569427583,2,21,7,73,361.88495648456103,3.4761904761904763,1257.981039208236
learn_mof_ox_state,d68cde7df7631cb352bc4b21df50652b69e44783,1569793465,2,23,7,75,380.7962075615274,3.260869565217391,1241.7267637875893
learn_mof_ox_state,d9729d5e654c5d9c976417fd888f59369e222075,1568721058,1,4,3,12,34.82892142331043,1.5,52.24338213496565
learn_mof_ox_state,ad58797952ada09399328cf7215a0daf34d39271,1570456963,2,26,9,88,466.31342743958754,3.3846153846153846,1578.2916005647578
learn_mof_ox_state,b7dbc6c5338fb6afb9d3fa9e03e50626989f600f,1568911829,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,eaa107a6af153e7a6ed6d9c00c33b3fb8858f031,1570106168,2,24,7,76,390.1364966057106,3.1666666666666665,1235.4322392514168
learn_mof_ox_state,2325361cf0c7cc5e97a41bfd23dcc9826f390166,1568723402,2,5,5,27,89.83535750584333,5.4,485.11093053155406
learn_mof_ox_state,6b188050353097f603514e7d8d88e4f1d4b63690,1568824308,2,8,5,34,129.55519570060713,4.25,550.6095817275803
learn_mof_ox_state,c358f4d032b39ea8e2322803c972a2aa3fbc0d5d,1569058349,2,18,7,70,332.78846330632695,3.888888888888889,1294.1773573023825
learn_mof_ox_state,dee4aa9e0eb0ba5feaefd2dce06689960dd8ad8e,1568960065,2,11,5,49,199.82374477961898,4.454545454545454,890.1239540183026
learn_mof_ox_state,34f6a766b747f32d2ad7f1ef2fd856c077f37095,1572951578,2,45,8,131,772.0878503831916,2.911111111111111,2247.6335200044023
learn_mof_ox_state,a32160d665d075a8a230e435b77274667b59986c,1568900873,2,8,5,34,129.55519570060713,4.25,550.6095817275803
learn_mof_ox_state,1547c017185de6627b1e390f756003aded960ad1,1568910784,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,43b3d5d3dda52a478dcf7a98332fce54b5f6e8eb,1569170179,2,20,7,72,352.2950978723465,3.6,1268.2623523404475
learn_mof_ox_state,9fcc18e4b6092bb09dc8ce2596d35733dbbd59c5,1568912875,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,22fbbfa99655746174cf3851b76dde0889dd753b,1569068538,2,18,7,70,332.78846330632695,3.888888888888889,1294.1773573023825
learn_mof_ox_state,880a4f34e6cc502f774dde94d38dcc34ab788ea5,1569766131,2,11,5,49,199.82374477961898,4.454545454545454,890.1239540183026
learn_mof_ox_state,b25d7ee6c1cb5433773246ea1eab729baad67881,1568912634,2,16,7,56,262.70527509086565,3.5,919.4684628180298
learn_mof_ox_state,5c277f781660ce11b7289c5797011b3a2af5affd,1569488900,2,11,5,49,199.82374477961898,4.454545454545454,890.1239540183026
